  60.00000000 -79.89900862 
  70.00000000 -79.89897026 
  80.00000000 -79.89812342 
  90.00000000 -79.89653662 
 100.00000000 -79.89841585 
 110.00000000 -79.89873897 
 120.00000000 -79.89879121 
 130.00000000 -79.89859438 
 140.00000000 -79.89809348 
 150.00000000 -79.89723270 
 160.00000000 -79.89612320 
 170.00000000 -79.89511000 
 180.00000000 -79.89459832 
 190.00000000 -79.89489370 
 200.00000000 -79.89581739 
 210.00000000 -79.89686874 
 220.00000000 -79.89768514 
 230.00000000 -79.89821391 
 240.00000000 -79.89843012 
 250.00000000 -79.89848130 
 260.00000000 -79.89827988 
 270.00000000 -79.89771992 
 280.00000000 -79.89741018 
 290.00000000 -79.89703305 
 300.00000000 -79.89637476 
 310.00000000 -79.89560885 
 320.00000000 -79.89466810 
 330.00000000 -79.89360184 
 340.00000000 -79.89245681 
 350.00000000 -79.89125694 
 360.00000000 -79.88997514 
 370.00000000 -79.88864467 
 380.00000000 -79.88732998 
 390.00000000 -79.89291382 
 400.00000000 -79.89399262 
 410.00000000 -79.89492824 
 420.00000000 -79.89571824 
