 250.00000000 -18.82561037 
 240.00000000 -18.82572389 
 230.00000000 -18.82580577 
 220.00000000 -18.82583785 
 210.00000000 -18.82580640 
 200.00000000 -18.82583987 
 190.00000000 -18.82579079 
 180.00000000 -18.82570404 
 170.00000000 -18.82560472 
 160.00000000 -18.82548667 
 150.00000000 -18.82560242 
 140.00000000 -18.82553232 
 130.00000000 -18.82554776 
 120.00000000 -18.82540864 
 110.00000000 -18.82529495 
 100.00000000 -18.82545987 
  90.00000000 -18.82551565 
  80.00000000 -18.82576175 
  70.00000000 -18.82586748 
  60.00000000 -18.82584584 
  50.00000000 -18.82578960 
  40.00000000 -18.82570581 
  30.00000000 -18.82557336 
  20.00000000 -18.82544085 
  10.00000000 -18.82530908 
   0.00000000 -18.82540577 
 -10.00000000 -18.82542321 
 -20.00000000 -18.82538897 
 -30.00000000 -18.82534310 
 -40.00000000 -18.82544838 
 -50.00000000 -18.82548212 
 -60.00000000 -18.82572948 
 -70.00000000 -18.82582148 
 -80.00000000 -18.82565638 
 -90.00000000 -18.82540928 
 -100.00000000 -18.82514176 
 -110.00000000 -18.82521095 
