 -130.00000000 -79.89871681 
 -120.00000000 -79.89939913 
 -110.00000000 -79.89895995 
 -100.00000000 -79.89869287 
 -90.00000000 -79.89806474 
 -80.00000000 -79.89769672 
 -70.00000000 -79.89716905 
 -60.00000000 -79.89639631 
 -50.00000000 -79.89554306 
 -40.00000000 -79.89454627 
 -30.00000000 -79.89343131 
 -20.00000000 -79.89262755 
 -10.00000000 -79.89135907 
   0.00000000 -79.88993846 
  10.00000000 -79.88835310 
  20.00000000 -79.88675324 
  30.00000000 -79.89309171 
  40.00000000 -79.89421199 
  50.00000000 -79.89518363 
  60.00000000 -79.89606131 
  70.00000000 -79.89689824 
  80.00000000 -79.89752855 
  90.00000000 -79.89801398 
 100.00000000 -79.89871513 
 110.00000000 -79.89907755 
 120.00000000 -79.89955529 
 130.00000000 -79.89967489 
 140.00000000 -79.89933016 
 150.00000000 -79.89858866 
 160.00000000 -79.89750766 
 170.00000000 -79.89679892 
 180.00000000 -79.89626752 
 190.00000000 -79.89652848 
 200.00000000 -79.89752699 
 210.00000000 -79.89854980 
 220.00000000 -79.89927883 
 230.00000000 -79.89956392 
