 110.00000000 -79.89607377 
 120.00000000 -79.89605504 
 130.00000000 -79.89591535 
 140.00000000 -79.89548837 
 150.00000000 -79.89471044 
 160.00000000 -79.89364150 
 170.00000000 -79.89264178 
 180.00000000 -79.89222631 
 190.00000000 -79.89282623 
 200.00000000 -79.89394414 
 210.00000000 -79.89504110 
 220.00000000 -79.89586070 
 230.00000000 -79.89630230 
 240.00000000 -79.89648429 
 250.00000000 -79.89645546 
 260.00000000 -79.89618927 
 270.00000000 -79.89569607 
 280.00000000 -79.89735367 
 290.00000000 -79.89590400 
 300.00000000 -79.89513817 
 310.00000000 -79.89423286 
 320.00000000 -79.89322086 
 330.00000000 -79.89215384 
 340.00000000 -79.89099101 
 350.00000000 -79.88972413 
 360.00000000 -79.88839609 
 370.00000000 -79.88697794 
 380.00000000 -79.89111177 
 390.00000000 -79.89229136 
 400.00000000 -79.89341797 
 410.00000000 -79.89445858 
 420.00000000 -79.89531825 
 430.00000000 -79.89648644 
 440.00000000 -79.89820721 
 450.00000000 -79.89947403 
 460.00000000 -79.90041009 
 470.00000000 -79.90093975 
