 -120.00000000 -79.90133991 
 -110.00000000 -79.90129237 
 -100.00000000 -79.90101769 
 -90.00000000 -79.90039729 
 -80.00000000 -79.89999677 
 -70.00000000 -79.89944880 
 -60.00000000 -79.89874290 
 -50.00000000 -79.89793245 
 -40.00000000 -79.89697054 
 -30.00000000 -79.89588079 
 -20.00000000 -79.89470520 
 -10.00000000 -79.89348108 
   0.00000000 -79.89222197 
  10.00000000 -79.89096768 
  20.00000000 -79.89533691 
  30.00000000 -79.89647077 
  40.00000000 -79.89752021 
  50.00000000 -79.89841350 
  60.00000000 -79.89918649 
  70.00000000 -79.89992573 
  80.00000000 -79.90038571 
  90.00000000 -79.90081237 
 100.00000000 -79.90138715 
 110.00000000 -79.90165235 
 120.00000000 -79.90162075 
 130.00000000 -79.90135695 
 140.00000000 -79.90085407 
 150.00000000 -79.90001903 
 160.00000000 -79.89898627 
 170.00000000 -79.89804769 
 180.00000000 -79.89764996 
 190.00000000 -79.89804386 
 200.00000000 -79.89897124 
 210.00000000 -79.89999536 
 220.00000000 -79.90078283 
 230.00000000 -79.90122471 
 240.00000000 -79.90134009 
