CMDLINE /home/esp/anaconda3/envs/Igor/bin/python3.10 Laboratory/drFrankenstein.py --config Config_Files/06_PHG_charmm.yaml
MEM 0.250000 1754659763.2639
MEM 29.468750 1754659763.3643
MEM 55.304688 1754659763.4647
MEM 106.332031 1754659763.5650
MEM 126.582031 1754659763.6655
MEM 166.339844 1754659763.7659
MEM 185.589844 1754659763.8701
MEM 209.589844 1754659763.9705
MEM 217.839844 1754659764.0708
MEM 235.589844 1754659764.1711
MEM 247.343750 1754659764.2716
MEM 264.093750 1754659764.3721
MEM 266.843750 1754659764.4725
MEM 274.609375 1754659764.5728
MEM 292.359375 1754659764.6731
MEM 308.109375 1754659764.7734
MEM 318.359375 1754659764.8738
MEM 334.359375 1754659764.9741
MEM 348.609375 1754659765.0745
MEM 371.109375 1754659765.1749
MEM 387.859375 1754659765.2753
MEM 405.609375 1754659765.3757
MEM 424.417969 1754659765.4760
MEM 436.667969 1754659765.5764
MEM 436.667969 1754659765.6768
MEM 436.667969 1754659765.7771
MEM 436.667969 1754659765.8775
MEM 436.667969 1754659765.9779
MEM 436.667969 1754659766.0782
MEM 418.750000 1754659766.1786
MEM 418.750000 1754659766.2791
MEM 418.750000 1754659766.3799
MEM 418.750000 1754659766.4803
MEM 420.500000 1754659766.5807
MEM 431.750000 1754659766.6811
MEM 435.000000 1754659766.7815
MEM 439.750000 1754659766.8819
MEM 439.750000 1754659766.9823
MEM 404.953125 1754659767.0825
MEM 0.000000 1754659767.1830
