CMDLINE /home/esp/anaconda3/envs/Igor/bin/python3.10 Laboratory/drFrankenstein.py --config Config_Files/06_PHG_charmm.yaml
MEM 0.250000 1754659567.1030
MEM 30.500000 1754659567.2033
MEM 55.750000 1754659567.3036
MEM 107.398438 1754659567.4041
MEM 127.398438 1754659567.5045
MEM 163.152344 1754659567.6047
MEM 182.402344 1754659567.7098
MEM 204.902344 1754659567.8101
MEM 217.902344 1754659567.9104
MEM 235.902344 1754659568.0107
MEM 246.531250 1754659568.1111
MEM 260.281250 1754659568.2115
MEM 266.531250 1754659568.3118
MEM 272.031250 1754659568.4122
MEM 281.980469 1754659568.5124
MEM 297.480469 1754659568.6127
MEM 312.230469 1754659568.7131
MEM 334.480469 1754659568.8134
MEM 345.980469 1754659568.9138
MEM 371.230469 1754659569.0142
MEM 386.480469 1754659569.1147
MEM 405.980469 1754659569.2150
MEM 422.980469 1754659569.3154
MEM 437.730469 1754659569.4157
MEM 437.730469 1754659569.5161
MEM 437.730469 1754659569.6164
MEM 437.730469 1754659569.7168
MEM 437.730469 1754659569.8173
MEM 437.730469 1754659569.9180
MEM 437.730469 1754659570.0183
MEM 437.730469 1754659570.1189
MEM 437.730469 1754659570.2193
MEM 418.765625 1754659570.3198
MEM 418.765625 1754659570.4201
MEM 418.765625 1754659570.5206
MEM 418.765625 1754659570.6210
MEM 420.765625 1754659570.7214
MEM 424.515625 1754659570.8217
MEM 433.515625 1754659570.9220
MEM 440.015625 1754659571.0223
MEM 440.015625 1754659571.1227
MEM 440.015625 1754659571.2231
MEM 406.492188 1754659571.3236
