CMDLINE /home/esp/anaconda3/envs/Igor/bin/python3.10 Laboratory/drFrankenstein.py --config Config_Files/06_PHG_charmm.yaml
MEM 0.500000 1754659233.6463
MEM 23.500000 1754659233.7467
MEM 27.750000 1754659233.8472
MEM 40.250000 1754659233.9474
MEM 54.812500 1754659234.0478
MEM 66.562500 1754659234.1481
MEM 88.710938 1754659234.2484
MEM 111.460938 1754659234.3487
MEM 126.210938 1754659234.4491
MEM 143.316406 1754659234.5493
MEM 161.316406 1754659234.6496
MEM 168.316406 1754659234.7499
MEM 176.066406 1754659234.8504
MEM 180.816406 1754659234.9539
MEM 189.566406 1754659235.0542
MEM 201.066406 1754659235.1546
MEM 212.816406 1754659235.2548
MEM 217.566406 1754659235.3552
MEM 229.566406 1754659235.4557
MEM 237.316406 1754659235.5560
MEM 247.039062 1754659235.6563
MEM 253.039062 1754659235.7565
MEM 262.039062 1754659235.8568
MEM 265.289062 1754659235.9571
MEM 268.261719 1754659236.0575
MEM 288.011719 1754659236.1580
MEM 306.511719 1754659236.2585
MEM 323.511719 1754659236.3589
MEM 335.761719 1754659236.4593
MEM 354.011719 1754659236.5597
MEM 369.511719 1754659236.6601
MEM 401.261719 1754659236.7606
MEM 412.261719 1754659236.8610
MEM 430.843750 1754659236.9615
MEM 435.093750 1754659237.0620
MEM 435.093750 1754659237.1623
MEM 435.093750 1754659237.2626
MEM 435.093750 1754659237.3629
MEM 435.093750 1754659237.4633
MEM 435.093750 1754659237.5638
MEM 416.101562 1754659237.6643
MEM 416.101562 1754659237.7647
MEM 416.101562 1754659237.8653
MEM 416.101562 1754659237.9658
MEM 418.851562 1754659238.0662
MEM 418.851562 1754659238.1666
MEM 431.851562 1754659238.2670
MEM 431.851562 1754659238.3675
MEM 438.351562 1754659238.4679
MEM 438.351562 1754659238.5685
MEM 404.468750 1754659238.6689
MEM 404.468750 1754659238.7694
