CMDLINE /home/esp/anaconda3/envs/Igor/bin/python3.10 Laboratory/drFrankenstein.py --config Config_Files/06_PHG_charmm.yaml
MEM 0.250000 1754659555.0185
MEM 27.250000 1754659555.1189
MEM 50.519531 1754659555.2192
MEM 106.757812 1754659555.3195
MEM 135.972656 1754659555.4198
MEM 170.222656 1754659555.5202
MEM 190.222656 1754659555.6219
MEM 213.722656 1754659555.7222
MEM 221.222656 1754659555.8227
MEM 237.722656 1754659555.9231
MEM 252.347656 1754659556.0234
MEM 265.347656 1754659556.1238
MEM 266.847656 1754659556.2241
MEM 274.363281 1754659556.3245
MEM 292.363281 1754659556.4248
MEM 310.863281 1754659556.5251
MEM 324.363281 1754659556.6254
MEM 334.363281 1754659556.7258
MEM 351.863281 1754659556.8262
MEM 370.863281 1754659556.9266
MEM 393.363281 1754659557.0269
MEM 405.363281 1754659557.1272
MEM 426.437500 1754659557.2276
MEM 436.187500 1754659557.3280
MEM 436.187500 1754659557.4284
MEM 436.187500 1754659557.5287
MEM 436.187500 1754659557.6290
MEM 436.187500 1754659557.7294
MEM 436.187500 1754659557.8297
MEM 417.539062 1754659557.9300
MEM 417.539062 1754659558.0303
MEM 417.539062 1754659558.1308
MEM 417.789062 1754659558.2310
MEM 422.789062 1754659558.3313
MEM 433.039062 1754659558.4317
MEM 439.789062 1754659558.5321
MEM 439.789062 1754659558.6324
MEM 439.789062 1754659558.7329
MEM 405.406250 1754659558.8332
