CMDLINE /home/esp/anaconda3/envs/Igor/bin/python3.10 Laboratory/drFrankenstein.py --config Config_Files/06_PHG_charmm.yaml
MEM 0.250000 1754654585.8084
MEM 30.000000 1754654585.9100
MEM 55.496094 1754654586.0103
MEM 111.644531 1754654586.1106
MEM 156.414062 1754654586.2109
MEM 173.414062 1754654586.3112
MEM 190.164062 1754654586.4138
MEM 213.414062 1754654586.5141
MEM 218.164062 1754654586.6145
MEM 234.914062 1754654586.7148
MEM 246.632812 1754654586.8151
MEM 262.132812 1754654586.9154
MEM 265.882812 1754654587.0157
MEM 269.015625 1754654587.1161
MEM 285.015625 1754654587.2164
MEM 299.265625 1754654587.3168
MEM 311.015625 1754654587.4171
MEM 333.265625 1754654587.5179
MEM 337.765625 1754654587.6183
MEM 353.265625 1754654587.7187
MEM 370.265625 1754654587.8191
MEM 377.515625 1754654587.9195
MEM 404.765625 1754654588.0200
MEM 407.265625 1754654588.1204
MEM 426.191406 1754654588.2207
MEM 435.691406 1754654588.3209
MEM 435.691406 1754654588.4214
MEM 435.691406 1754654588.5218
MEM 435.691406 1754654588.6222
MEM 435.691406 1754654588.7225
MEM 435.691406 1754654588.8229
MEM 435.691406 1754654588.9232
MEM 416.773438 1754654589.0235
MEM 416.773438 1754654589.1239
MEM 416.773438 1754654589.2244
MEM 419.523438 1754654589.3247
MEM 423.523438 1754654589.4251
MEM 432.273438 1754654589.5256
MEM 439.023438 1754654589.6259
MEM 438.773438 1754654589.7262
MEM 439.023438 1754654589.8266
MEM 439.023438 1754654589.9270
MEM 439.023438 1754654590.0273
MEM 439.023438 1754654590.1277
MEM 439.023438 1754654590.2280
MEM 442.523438 1754654590.3285
MEM 443.273438 1754654590.4289
MEM 443.273438 1754654590.5292
MEM 443.273438 1754654590.6295
MEM 443.273438 1754654590.7299
MEM 443.273438 1754654590.8302
MEM 443.273438 1754654590.9306
MEM 443.273438 1754654591.0311
MEM 443.273438 1754654591.1313
MEM 443.273438 1754654591.2316
MEM 443.273438 1754654591.3321
MEM 443.273438 1754654591.4323
MEM 443.273438 1754654591.5326
MEM 443.273438 1754654591.6329
MEM 443.273438 1754654591.7333
MEM 443.273438 1754654591.8340
MEM 443.273438 1754654591.9343
MEM 443.273438 1754654592.0346
MEM 443.273438 1754654592.1350
MEM 443.273438 1754654592.2380
MEM 443.273438 1754654592.3384
MEM 443.273438 1754654592.4387
MEM 443.273438 1754654592.5391
MEM 443.273438 1754654592.6396
MEM 443.273438 1754654592.7400
MEM 443.273438 1754654592.8404
MEM 443.273438 1754654592.9409
MEM 443.273438 1754654593.0413
