CMDLINE /home/esp/anaconda3/envs/Igor/bin/python3.10 Laboratory/drFrankenstein.py --config Config_Files/06_PHG_charmm.yaml
MEM 0.250000 1754659277.7392
MEM 28.718750 1754659277.8395
MEM 52.519531 1754659277.9398
MEM 107.417969 1754659278.0403
MEM 130.324219 1754659278.1406
MEM 169.074219 1754659278.2409
MEM 187.324219 1754659278.3458
MEM 214.324219 1754659278.4462
MEM 220.824219 1754659278.5465
MEM 237.574219 1754659278.6469
MEM 251.171875 1754659278.7472
MEM 264.421875 1754659278.8476
MEM 267.671875 1754659278.9479
MEM 271.496094 1754659279.0482
MEM 282.246094 1754659279.1487
MEM 293.496094 1754659279.2493
MEM 312.246094 1754659279.3499
MEM 323.246094 1754659279.4502
MEM 335.246094 1754659279.5505
MEM 344.746094 1754659279.6510
MEM 365.496094 1754659279.7513
MEM 373.996094 1754659279.8517
MEM 406.496094 1754659279.9521
MEM 420.246094 1754659280.0525
MEM 436.996094 1754659280.1529
MEM 438.496094 1754659280.2532
MEM 438.496094 1754659280.3536
MEM 438.496094 1754659280.4539
MEM 438.496094 1754659280.5542
MEM 438.496094 1754659280.6545
MEM 438.496094 1754659280.7548
MEM 417.523438 1754659280.8552
MEM 417.523438 1754659280.9555
MEM 417.523438 1754659281.0558
MEM 419.523438 1754659281.1563
MEM 422.523438 1754659281.2566
MEM 434.273438 1754659281.3569
MEM 437.523438 1754659281.4573
MEM 440.773438 1754659281.5576
MEM 440.773438 1754659281.6580
MEM 410.980469 1754659281.7585
MEM 407.000000 1754659281.8588
