CMDLINE /home/esp/anaconda3/envs/Igor/bin/python3.10 Laboratory/drFrankenstein.py --config Config_Files/06_PHG_charmm.yaml
MEM 0.250000 1754659783.0644
MEM 30.468750 1754659783.1660
MEM 55.476562 1754659783.2663
MEM 98.125000 1754659783.3667
MEM 127.125000 1754659783.4671
MEM 167.632812 1754659783.5675
MEM 183.132812 1754659783.6699
MEM 202.632812 1754659783.7704
MEM 217.882812 1754659783.8708
MEM 234.382812 1754659783.9712
MEM 245.718750 1754659784.0716
MEM 258.718750 1754659784.1718
MEM 266.468750 1754659784.2721
MEM 270.968750 1754659784.3724
MEM 282.449219 1754659784.4727
MEM 296.949219 1754659784.5730
MEM 311.699219 1754659784.6734
MEM 334.699219 1754659784.7739
MEM 346.949219 1754659784.8744
MEM 371.449219 1754659784.9749
MEM 390.199219 1754659785.0753
MEM 405.949219 1754659785.1760
MEM 423.753906 1754659785.2764
MEM 436.003906 1754659785.3769
MEM 436.003906 1754659785.4772
MEM 436.253906 1754659785.5777
MEM 437.003906 1754659785.6780
MEM 437.003906 1754659785.7784
MEM 437.003906 1754659785.8787
MEM 419.148438 1754659785.9794
MEM 419.148438 1754659786.0798
MEM 419.148438 1754659786.1802
MEM 419.148438 1754659786.2806
MEM 420.898438 1754659786.3809
MEM 433.648438 1754659786.4813
MEM 437.148438 1754659786.5816
MEM 440.398438 1754659786.6821
MEM 440.398438 1754659786.7824
MEM 409.421875 1754659786.8828
